timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_speed@km/h,enhanced_altitude@m,heart_rate@bpm,cadence@rpm,temperature@C,fractional_cadence@rpm
2022-02-20T00:28:24+00:00,-36.69405690394342,146.8284482974559,0.0,0.0,814.5999999999999,53,0,31,0.0
2022-02-20T00:28:25+00:00,-36.694056149572134,146.82844771072268,0.0,0.0,814.5999999999999,53,0,31,0.0
2022-02-20T00:28:31+00:00,-36.69405070133507,146.82840982452035,0.00314,0.0,814.2,55,67,31,0.5
2022-02-20T00:28:33+00:00,-36.694044414907694,146.82834796607494,0.00859,0.0,814.0,54,68,31,0.5
2022-02-20T00:28:36+00:00,-36.694021951407194,146.8282624706626,0.016059999999999998,3.5676,813.4000000000001,57,70,31,0.5
2022-02-20T00:28:37+00:00,-36.6940111387521,146.82824017480016,0.018179999999999998,6.4188,813.2,60,71,31,0.0
2022-02-20T00:28:38+00:00,-36.69399437494576,146.828221231699,0.020399999999999998,6.5196,813.0,61,71,31,0.0
2022-02-20T00:28:41+00:00,-36.69398037716746,146.82819499634206,0.022670000000000003,6.318,812.8,66,0,31,0.0
2022-02-20T00:28:43+00:00,-36.69397291727364,146.8281969241798,0.02348,5.8824,812.5999999999999,70,0,31,0.0
2022-02-20T00:28:45+00:00,-36.69398071244359,146.82819843292236,0.024300000000000002,0.0,812.5999999999999,74,0,31,0.0
2022-02-20T00:28:49+00:00,-36.693990183994174,146.8282127659768,0.02515,0.0,812.5999999999999,74,0,31,0.0
2022-02-20T00:28:51+00:00,-36.69398163445294,146.82822408154607,0.02515,0.0,812.8,77,0,31,0.0
2022-02-20T00:28:57+00:00,-36.693978449329734,146.8282218184322,0.02625,0.0,813.0,78,0,31,0.0
2022-02-20T00:28:58+00:00,-36.693985322490335,146.8282236624509,0.02686,0.0,813.0,80,0,31,0.0
2022-02-20T00:29:01+00:00,-36.69398121535778,146.8282167892903,0.028239999999999998,0.0,812.8,83,0,31,0.0
2022-02-20T00:29:04+00:00,-36.69395766220987,146.82818812318146,0.03188,0.0,812.8,85,0,31,0.0
2022-02-20T00:29:07+00:00,-36.69392061419785,146.82815928943455,0.036719999999999996,0.0,812.2,86,68,31,0.0
2022-02-20T00:29:09+00:00,-36.69389731250703,146.8281322158873,0.04026,0.0,811.8,86,69,31,0.0
2022-02-20T00:29:11+00:00,-36.69387401081622,146.82810690253973,0.04367,0.0,811.4000000000001,85,69,31,0.0
2022-02-20T00:29:12+00:00,-36.693859342485666,146.82809592224658,0.045520000000000005,1.5516,811.2,82,69,30,0.0
2022-02-20T00:29:14+00:00,-36.69382489286363,146.82806381955743,0.05029,5.5440000000000005,810.8,85,69,30,0.5
2022-02-20T00:29:17+00:00,-36.693754652515054,146.8280064035207,0.05955,6.1164000000000005,810.2,86,69,30,0.5
2022-02-20T00:29:18+00:00,-36.69374140910804,146.82799114845693,0.06153,6.2172,809.8,86,68,30,0.5
2022-02-20T00:29:21+00:00,-36.6937037743628,146.82793180458248,0.06827,6.2496,809.0,87,67,30,0.5
2022-02-20T00:29:25+00:00,-36.69367820955813,146.8278322275728,0.07744,6.5844,808.0,87,69,30,0.5
2022-02-20T00:29:26+00:00,-36.69366882182658,146.82780666276813,0.07981999999999999,6.7536,807.8,87,70,30,0.5
2022-02-20T00:29:28+00:00,-36.693646693602204,146.8277608975768,0.08456999999999999,6.7608,807.4000000000001,86,71,30,0.0
2022-02-20T00:29:30+00:00,-36.693654488772154,146.8277378473431,0.0867,6.7608,807.2,89,71,30,0.0
2022-02-20T00:29:31+00:00,-36.693655494600534,146.82772007770836,0.08821,6.7608,806.8,90,70,30,0.5
2022-02-20T00:29:34+00:00,-36.69365784153342,146.82765721343458,0.09370999999999999,6.7608,806.5999999999999,94,71,30,0.0
2022-02-20T00:29:36+00:00,-36.69365189038217,146.8276096880436,0.09799,6.7284,806.5999999999999,98,72,30,0.0
2022-02-20T00:29:39+00:00,-36.6936590988189,146.82753399945796,0.10490000000000001,6.696000000000001,806.5999999999999,99,73,30,0.0
2022-02-20T00:29:40+00:00,-36.69366639107466,146.82750592008233,0.10753,6.696000000000001,806.5999999999999,100,73,30,0.0
2022-02-20T00:29:46+00:00,-36.69362397864461,146.82734423317015,0.12097,7.0308,806.2,102,71,30,0.0
2022-02-20T00:29:48+00:00,-36.69360637664795,146.82729712687433,0.12543,7.0956,806.2,103,72,30,0.0
2022-02-20T00:29:54+00:00,-36.69362188316882,146.82720199227333,0.13412000000000002,7.228800000000001,805.5999999999999,104,70,30,0.5
2022-02-20T00:29:58+00:00,-36.6936363838613,146.82711054570973,0.14248,7.0956,805.0,103,70,30,0.5
2022-02-20T00:30:00+00:00,-36.69365935027599,146.82706964202225,0.14692,7.164,804.5999999999999,103,70,29,0.5
2022-02-20T00:30:02+00:00,-36.69367494061589,146.82703443802893,0.15066,7.228800000000001,804.0,103,71,29,0.0
2022-02-20T00:30:04+00:00,-36.69367711991072,146.82698674499989,0.15491999999999997,7.264799999999999,803.5999999999999,102,71,29,0.0
2022-02-20T00:30:06+00:00,-36.693677874282,146.82693460956216,0.15941999999999998,7.297200000000001,803.2,101,70,29,0.5
2022-02-20T00:30:10+00:00,-36.69369664974511,146.82683788239956,0.16838999999999998,7.297200000000001,802.4000000000001,98,69,29,0.5
2022-02-20T00:30:11+00:00,-36.693695643916726,146.82681533508003,0.17037,7.297200000000001,802.2,102,69,29,0.5
2022-02-20T00:30:12+00:00,-36.693699499592185,146.82679396122694,0.17239,7.297200000000001,802.0,103,69,29,0.5
2022-02-20T00:30:17+00:00,-36.69374358840287,146.82666001841426,0.18521,7.2756,801.4000000000001,105,70,29,0.5
2022-02-20T00:30:20+00:00,-36.693754736334085,146.82657175697386,0.19316,7.308,801.2,105,71,29,0.0
2022-02-20T00:30:23+00:00,-36.693743420764804,146.82648559100926,0.20038999999999998,7.344,800.8,106,72,29,0.0
2022-02-20T00:30:24+00:00,-36.693743001669645,146.8264529015869,0.20328,7.4772,800.5999999999999,107,72,29,0.0
2022-02-20T00:30:26+00:00,-36.69374576769769,146.82638961821795,0.20887999999999998,7.7796,800.2,106,71,29,0.0
2022-02-20T00:30:32+00:00,-36.69376336969435,146.82622206397355,0.22393000000000002,7.9452,799.2,107,70,29,0.5
2022-02-20T00:30:33+00:00,-36.69375406578183,146.8261963315308,0.22644,7.9128,799.0,105,70,29,0.5
2022-02-20T00:30:34+00:00,-36.693734619766474,146.82616347447038,0.23004,7.9128,798.8,108,70,29,0.5
2022-02-20T00:30:38+00:00,-36.69366588816047,146.82601586915553,0.24499,7.876800000000001,798.4000000000001,111,72,29,0.0
2022-02-20T00:30:40+00:00,-36.69364099390805,146.82595543563366,0.25104,7.977600000000001,798.4000000000001,114,72,29,0.0
2022-02-20T00:30:42+00:00,-36.69362213462591,146.8258897215128,0.25729,8.1792,798.0,114,72,29,0.0
2022-02-20T00:30:45+00:00,-36.69359271414578,146.8258014600724,0.26580000000000004,8.3088,797.5999999999999,112,71,29,0.0
2022-02-20T00:30:46+00:00,-36.69358936138451,146.82577631436288,0.26804,8.3088,797.5999999999999,115,70,29,0.5
2022-02-20T00:30:48+00:00,-36.693586092442274,146.8257287889719,0.2723,8.344800000000001,797.0,116,70,29,0.5
2022-02-20T00:30:51+00:00,-36.69357821345329,146.82564304210246,0.28005,8.5104,796.0,118,70,29,0.5
2022-02-20T00:30:52+00:00,-36.6935639642179,146.82561026886106,0.28349,8.5464,795.8,116,70,29,0.5
2022-02-20T00:30:54+00:00,-36.693528005853295,146.82554891332984,0.29033,8.6112,795.4000000000001,118,69,28,0.5
2022-02-20T00:30:57+00:00,-36.69346371665597,146.8254848755896,0.29948,8.7804,795.2,119,70,28,0.5
2022-02-20T00:30:59+00:00,-36.693427842110395,146.82544874958694,0.30456,8.8452,794.8,120,70,28,0.5
2022-02-20T00:31:02+00:00,-36.69338844716549,146.82536811567843,0.31319,8.7804,794.5999999999999,120,70,28,0.5
2022-02-20T00:31:03+00:00,-36.6933757904917,146.8253384437412,0.31618,8.744399999999999,794.4000000000001,120,70,28,0.5
2022-02-20T00:31:08+00:00,-36.69329088181257,146.82521497830749,0.3306,8.6112,793.8,120,70,28,0.5
2022-02-20T00:31:09+00:00,-36.6932806558907,146.8251988850534,0.33243,8.647200000000002,793.5999999999999,120,70,28,0.5
2022-02-20T00:31:14+00:00,-36.69322684407234,146.82511975988746,0.3417,8.4168,792.8,120,70,28,0.5
2022-02-20T00:31:15+00:00,-36.693215696141124,146.82509964331985,0.34388,8.1504,792.4000000000001,118,70,28,0.5
2022-02-20T00:31:18+00:00,-36.693154592067,146.82501138187945,0.35422000000000003,8.1504,791.5999999999999,120,70,28,0.5
2022-02-20T00:31:20+00:00,-36.69312802143395,146.82496938854456,0.35891,8.1144,791.2,119,69,28,0.5
2022-02-20T00:31:23+00:00,-36.69310228899121,146.82491314597428,0.36484,7.948800000000001,790.4000000000001,119,69,28,0.5
2022-02-20T00:31:26+00:00,-36.69307722710073,146.82484902441502,0.3712,7.848000000000001,789.4000000000001,120,71,28,0.0
