timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_speed@km/h,enhanced_altitude@m,heart_rate@bpm,cadence@rpm,temperature@C,fractional_cadence@rpm
2022-01-09T02:30:47+00:00,,,0.0024,8.647200000000002,2.8000000000000114,73,77,29,0.5
2022-01-09T02:30:51+00:00,,,0.01285,9.6084,2.1999999999999886,77,76,29,0.0
2022-01-09T02:30:52+00:00,,,0.01577,10.512,2.8000000000000114,81,77,29,0.0
2022-01-09T02:30:54+00:00,-37.82118718139827,144.94309692643583,0.02176,10.778400000000001,3.0,84,78,29,0.0
2022-01-09T02:30:56+00:00,-37.82130729407072,144.94311335496604,0.02176,10.778400000000001,3.3999999999999773,87,76,29,0.5
2022-01-09T02:30:59+00:00,-37.82125541009009,144.94300179183483,0.023170000000000003,7.6356,3.3999999999999773,89,76,29,0.0
2022-01-09T02:31:02+00:00,,,0.02557,8.6364,3.3999999999999773,93,77,29,0.0
2022-01-09T02:31:05+00:00,,,0.03363,9.6732,3.3999999999999773,96,77,29,0.0
2022-01-09T02:31:06+00:00,-37.82124074175954,144.94313104078174,0.03363,9.6408,3.3999999999999773,97,77,29,0.0
2022-01-09T02:31:08+00:00,-37.821173686534166,144.94316062889993,0.03671,9.6408,3.3999999999999773,98,77,29,0.0
2022-01-09T02:31:11+00:00,-37.821113001555204,144.94320832192898,0.04445,9.5724,3.3999999999999773,101,77,29,0.0
2022-01-09T02:31:13+00:00,-37.82109774649143,144.94325601495802,0.04879,9.5724,3.0,101,77,29,0.0
2022-01-09T02:31:17+00:00,-37.82111392356455,144.94337361305952,0.056409999999999995,9.6084,2.6000000000000227,103,77,29,0.0
2022-01-09T02:31:19+00:00,-37.82108852639794,144.94345692917705,0.06441,9.774,3.0,105,77,29,0.0
2022-01-09T02:31:22+00:00,-37.82110931351781,144.9435535725206,0.07032,9.774,3.8000000000000114,109,78,29,0.0
2022-01-09T02:31:23+00:00,-37.821134040132165,144.94356715120375,0.07032,9.8748,4.0,110,78,29,0.0
2022-01-09T02:31:25+00:00,-37.82111903652549,144.94356824085116,0.07192,9.9756,4.199999999999989,114,78,29,0.0
2022-01-09T02:31:28+00:00,-37.82113135792315,144.9436061270535,0.07518999999999999,9.774,4.0,116,78,29,0.0
2022-01-09T02:31:29+00:00,-37.82113923691213,144.9436217173934,0.07682,9.54,3.8000000000000114,119,78,29,0.0
2022-01-09T02:31:31+00:00,-37.821148205548525,144.9436645489186,0.08031999999999999,9.036,3.8000000000000114,117,78,29,0.0
2022-01-09T02:31:34+00:00,-37.82114812172949,144.9437234736979,0.08521,8.600399999999999,3.8000000000000114,119,78,29,0.0
2022-01-09T02:31:40+00:00,-37.821176536381245,144.94381240569055,0.09323000000000001,7.556400000000001,3.8000000000000114,119,78,28,0.0
2022-01-09T02:31:42+00:00,-37.821207381784916,144.9438275769353,0.09677,7.2540000000000004,4.0,119,78,28,0.0
2022-01-09T02:31:45+00:00,-37.82128969207406,144.94387761689723,0.10656,7.0884,4.0,118,78,28,0.0
2022-01-09T02:31:48+00:00,-37.821332439780235,144.943982725963,0.11635,7.322399999999999,3.8000000000000114,116,78,28,0.0
2022-01-09T02:31:49+00:00,-37.82134870067239,144.94402195326984,0.11957,7.5924000000000005,3.8000000000000114,116,78,28,0.0
2022-01-09T02:31:50+00:00,-37.82136881724,144.9440585821867,0.12348,7.5924000000000005,3.6000000000000227,115,78,28,0.0
2022-01-09T02:31:55+00:00,-37.82141676172614,144.94420442730188,0.13762,7.6248,3.6000000000000227,114,79,28,0.0
2022-01-09T02:31:56+00:00,-37.82142682000995,144.94426318444312,0.14255,7.6572,3.3999999999999773,114,79,28,0.0
2022-01-09T02:31:57+00:00,-37.821438889950514,144.94431699626148,0.14746,7.6572,3.3999999999999773,115,78,28,0.0
2022-01-09T02:32:01+00:00,-37.821489265188575,144.94447499513626,0.16227,8.028,3.1999999999999886,118,79,28,0.0
2022-01-09T02:32:03+00:00,-37.82151432707906,144.94453685358167,0.1683,8.330400000000001,3.3999999999999773,121,78,28,0.0
2022-01-09T02:32:05+00:00,-37.8215414006263,144.9445863906294,0.1736,8.330400000000001,3.3999999999999773,121,78,28,0.0
2022-01-09T02:32:07+00:00,-37.821565037593246,144.9446135479957,0.17639,8.330400000000001,3.8000000000000114,122,79,28,0.0
2022-01-09T02:32:10+00:00,-37.82157165929675,144.94464606978,0.17721,8.330400000000001,4.0,126,78,28,0.0
2022-01-09T02:32:12+00:00,-37.82155397348106,144.94464891962707,0.17723,7.9596,4.0,126,79,28,0.0
2022-01-09T02:32:15+00:00,-37.821507286280394,144.94466124102473,0.17899,7.1892000000000005,4.0,127,79,28,0.0
